"UUID","source_cat","country","period","case_definition_original","metadata_description","metadata_url","metadata_steps"
"WHOPAHO-NIC-20042022-W01-07","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-08","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-09","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-10","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-11","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-12","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-13","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-14","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-15","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-16","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-17","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-18","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-19","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-20","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-21","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-22","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-23","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-24","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-25","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-26","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-27","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-28","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-29","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-30","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-31","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-32","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
"WHOPAHO-NIC-20042022-W01-33","WHOPAHO","Nicaragua","20042022","Confirmed + severe + deaths","PAHO subnational data for Nicaragua","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html","dengue, sub-national, nicaragua-dengue cases, ""Casos  y Muertes por Dengue"" tab, ""Silais"" = All, ""Ano"" = All, ""Semana"" = Move slider by 1 week increment and download all data each time. ""Suspected cases"" = Dengue_total for primary dataset."
